site,site.int,pass,pass.int,location,loc.int,site.index,propPO,date2,date.int,sex,stage,stagebin
A,1,1,1,all ,1,1,1,1_1,1,M,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,M,A,0
A,1,1,1,all ,1,1,1,1_1,1,M,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,M,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,M,A,0
A,1,7,6,all ,1,1,1,7_6,23,F,A,0
A,1,1,1,all ,1,1,1,1_1,1,NA,H,1
A,1,1,1,all ,1,1,1,1_1,1,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,7,6,all ,1,1,1,7_6,23,NA,H,1
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,M,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,M,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,M,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,NA,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,M,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,M,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,F,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,F,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,F,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,F,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,F,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,M,A,0
A,1,7,6,dominant,2,2,0.97,7_1,19,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,M,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,M,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,M,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,M,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,M,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,M,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,7,6,dominant,2,2,0.97,7_5,22,F,A,0
A,1,1,1,dominant,2,2,0.97,1_3,2,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,7,6,dominant,2,2,0.97,7_5,22,NA,H,1
A,1,1,1,even,3,3,0.41,1_4,3,F,A,0
A,1,1,1,even,3,3,0.41,1_4,3,M,A,0
A,1,1,1,even,3,3,0.41,1_4,3,F,A,0
A,1,1,1,even,3,3,0.41,1_4,3,M,A,0
A,1,1,1,even,3,3,0.41,1_4,3,M,A,0
A,1,1,1,even,3,3,0.41,1_4,3,F,A,0
A,1,1,1,even,3,3,0.41,1_4,3,M,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,M,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,M,A,0
A,1,7,6,even,3,3,0.41,7_3,20,M,A,0
A,1,7,6,even,3,3,0.41,7_3,20,M,A,0
A,1,7,6,even,3,3,0.41,7_3,20,F,A,0
A,1,7,6,even,3,3,0.41,7_3,20,NA,A,0
A,1,7,6,even,3,3,0.41,7_3,20,NA,A,0
A,1,1,1,even,3,3,0.41,1_4,3,NA,H,1
A,1,7,6,even,3,3,0.41,7_3,20,NA,H,1
A,1,7,6,even,3,3,0.41,7_3,20,NA,H,1
A,1,7,6,even,3,3,0.41,7_3,20,NA,H,1
A,1,1,1,rare,4,4,0.09,1_5,4,F,A,0
A,1,7,6,rare,4,4,0.09,7_7,24,M,A,0
A,1,7,6,rare,4,4,0.09,7_7,24,F,A,0
A,1,7,6,rare,4,4,0.09,7_7,24,F,A,0
A,1,7,6,rare,4,4,0.09,7_4,21,NA,H,1
A,1,7,6,rare,4,4,0.09,7_7,24,NA,H,1
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,M,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,M,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,F,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,F,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,M,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,F,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,F,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,F,A,0
B,2,6,5,all ,1,5,0.98,6_5,18,NA,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,M,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,M,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,9,8,all ,1,5,0.98,9_2,29,F,A,0
B,2,3,3,all ,1,5,0.98,3_2,9,NA,H,1
B,2,3,3,all ,1,5,0.98,3_2,9,NA,H,1
B,2,3,3,all ,1,5,0.98,3_2,9,NA,H,1
B,2,3,3,all ,1,5,0.98,3_2,9,NA,H,1
B,2,6,5,all ,1,5,0.98,6_5,18,NA,H,1
B,2,6,5,all ,1,5,0.98,6_5,18,NA,H,1
B,2,6,5,all ,1,5,0.98,6_5,18,NA,H,1
B,2,6,5,all ,1,5,0.98,6_5,18,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,9,8,all ,1,5,0.98,9_2,29,NA,H,1
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,M,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,M,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,F,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,M,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,F,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,M,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,M,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,M,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,M,A,0
B,2,6,5,dominant,2,6,0.98,6_4,17,NA,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,F,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,9,8,dominant,2,6,0.98,9_5,31,M,A,0
B,2,3,3,dominant,2,6,0.98,3_1,8,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,9,8,dominant,2,6,0.98,9_5,31,NA,H,1
B,2,3,3,even,3,7,0.4,3_3,10,M,A,0
B,2,3,3,even,3,7,0.4,3_3,10,M,A,0
B,2,3,3,even,3,7,0.4,3_3,10,M,A,0
B,2,6,5,even,3,7,0.4,6_3,16,M,A,0
B,2,6,5,even,3,7,0.4,6_3,16,NA,A,0
B,2,6,5,even,3,7,0.4,6_3,16,M,A,0
B,2,6,5,even,3,7,0.4,6_3,16,NA,A,0
B,2,9,8,even,3,7,0.4,9_1,28,F,A,0
B,2,9,8,even,3,7,0.4,9_1,28,M,A,0
B,2,9,8,even,3,7,0.4,9_1,28,F,A,0
B,2,3,3,even,3,7,0.4,3_3,10,NA,H,1
B,2,6,5,even,3,7,0.4,6_3,16,NA,H,1
B,2,6,5,even,3,7,0.4,6_3,16,NA,H,1
B,2,9,8,even,3,7,0.4,9_1,28,NA,H,1
B,2,9,8,even,3,7,0.4,9_1,28,NA,H,1
B,2,6,5,rare,4,8,0.1,6_1,15,M,A,0
B,2,6,5,rare,4,8,0.1,6_1,15,M,A,0
B,2,9,8,rare,4,8,0.1,9_3,30,NA,H,1
C,3,2,2,all ,1,9,0.93,2_4,7,F,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,F,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,F,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,M,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,F,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,M,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,F,A,0
C,3,2,2,all ,1,9,0.93,2_4,7,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,M,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,F,A,0
C,3,8,7,all ,1,9,0.93,8_4,27,NA,A,0
C,3,8,7,all ,1,9,0.93,8_4,27,NA,A,0
C,3,8,7,all ,1,9,0.93,8_4,27,NA,A,0
C,3,8,7,all ,1,9,0.93,8_4,27,NA,A,0
C,3,8,7,all ,1,9,0.93,8_4,27,NA,A,0
C,3,8,7,all ,1,9,0.93,8_4,27,NA,A,0
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,5,4,all ,1,9,0.93,5_4,13,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,8,7,all ,1,9,0.93,8_4,27,NA,H,1
C,3,2,2,dominant,2,10,0.8,2_2,5,F,A,0
C,3,2,2,dominant,2,10,0.8,2_2,5,F,A,0
C,3,2,2,dominant,2,10,0.8,2_2,5,F,A,0
C,3,2,2,dominant,2,10,0.8,2_2,5,M,A,0
C,3,2,2,dominant,2,10,0.8,2_2,5,F,A,0
C,3,2,2,dominant,2,10,0.8,2_2,5,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,M,A,0
C,3,5,4,dominant,2,10,0.8,5_1,11,F,A,0
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,A,0
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,A,0
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,A,0
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,A,0
C,3,2,2,dominant,2,10,0.8,2_2,5,NA,H,1
C,3,2,2,dominant,2,10,0.8,2_2,5,NA,H,1
C,3,2,2,dominant,2,10,0.8,2_2,5,NA,H,1
C,3,5,4,dominant,2,10,0.8,5_1,11,NA,H,1
C,3,5,4,dominant,2,10,0.8,5_1,11,NA,H,1
C,3,5,4,dominant,2,10,0.8,5_1,11,NA,H,1
C,3,5,4,dominant,2,10,0.8,5_1,11,NA,H,1
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,H,1
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,H,1
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,H,1
C,3,8,7,dominant,2,10,0.8,8_2,26,NA,H,1
C,3,2,2,even,3,11,0.28,2_3,6,M,A,0
C,3,2,2,even,3,11,0.28,2_3,6,M,A,0
C,3,2,2,even,3,11,0.28,2_3,6,M,A,0
C,3,2,2,even,3,11,0.28,2_3,6,M,A,0
C,3,2,2,even,3,11,0.28,2_3,6,F,A,0
C,3,2,2,even,3,11,0.28,2_3,6,M,A,0
C,3,2,2,even,3,11,0.28,2_3,6,NA,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,NA,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,F,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,M,A,0
C,3,5,4,even,3,11,0.28,5_3,12,F,A,0
C,3,5,4,even,3,11,0.28,5_3,12,F,A,0
C,3,5,4,even,3,11,0.28,5_3,12,F,A,0
C,3,8,7,even,3,11,0.28,8_1,25,NA,A,0
C,3,8,7,even,3,11,0.28,8_1,25,NA,A,0
C,3,8,7,even,3,11,0.28,8_1,25,NA,A,0
C,3,8,7,even,3,11,0.28,8_1,25,NA,A,0
C,3,8,7,even,3,11,0.28,8_1,25,NA,A,0
C,3,8,7,even,3,11,0.28,8_1,25,NA,A,0
C,3,5,4,even,3,11,0.28,5_3,12,NA,H,1
C,3,5,4,even,3,11,0.28,5_3,12,NA,H,1
C,3,5,4,even,3,11,0.28,5_3,12,NA,H,1
C,3,5,4,rare,4,12,0.06,5_5,14,M,A,0
